original_review,comment_clean,sentiment_label,label_numeric
Alexa hardly came on..,alexa hardly came on..,negative,0
"Easy setup using the app, which was also easy to install on my phone.  The sound quality while for listening to music on Pandora is wonderful!!","easy setup using the app, which was also easy to install on my phone.  the sound quality while for listening to music on pandora is wonderful!!",positive,2
"I’m still learning how to use the Echo, but so far I love it!","i’m still learning how to use the echo, but so far i love it!",positive,2
Works awesome!,works awesome!,positive,2
Works great.,works great.,positive,2
From such a small speaker it sounds great,from such a small speaker it sounds great,positive,2
Great sound for the size and the prize!! And of course....Alexa!,great sound for the size and the prize!! and of course....alexa!,positive,2
if you don't have an Echo you definitely need one,if you don't have an echo you definitely need one,positive,2
Great device.  Seems to work better than the 1st generation!,great device.  seems to work better than the 1st generation!,positive,2
Item no longer works after just 5 months of use. Will not connect to wifi and unresponsive to reset requests.,item no longer works after just 5 months of use. will not connect to wifi and unresponsive to reset requests.,negative,0
I love the Echo Dot. So easy. So fun. I get to drop in on my Grandaughter who lives about 2000 miles away. Sounds like she is right next to me.,i love the echo dot. so easy. so fun. i get to drop in on my grandaughter who lives about 2000 miles away. sounds like she is right next to me.,positive,2
Works great no different than the new ones,works great no different than the new ones,positive,2
This one's going in the kitchen for timer/music duty.,this one's going in the kitchen for timer/music duty.,positive,2
"Love it but the volume could definitely use a boost. If it had better built in speaker's, would definitively be a 5 star. They thought ahead and put  an audio auxiliary input, so I bought a dedicated speaker for the Echo. Proved to be best way to go.","love it but the volume could definitely use a boost. if it had better built in speaker's, would definitively be a 5 star. they thought ahead and put  an audio auxiliary input, so i bought a dedicated speaker for the echo. proved to be best way to go.",positive,2
Works just fine.,works just fine.,positive,2
Works great! Looks brand new! Love my new echo dot. I will be getting them for all the main rooms in the house.,works great! looks brand new! love my new echo dot. i will be getting them for all the main rooms in the house.,positive,2
"For a refurbished item.. It works like its new... Which I love... Easy set up,  which I love. The only issue is the volume,  if you are listening while relaxing its fine,  but if you are expecting to do anything else,  I recommend  purchasing a speaker.","for a refurbished item.. it works like its new... which i love... easy set up,  which i love. the only issue is the volume,  if you are listening while relaxing its fine,  but if you are expecting to do anything else,  i recommend  purchasing a speaker.",positive,2
